Source,Target,Type,Name,Year,Partnerhip Type,Weight
44,5,Undirected,Global Partnership on Forest Landscape Restoration,2003,Coordinated activity,0.066666667
44,28,Undirected,Global Partnership on Forest Landscape Restoration,2003,Coordinated activity,0.066666667
18,13,Undirected,Global Partnership on Forest Landscape Restoration,2003,Coordinated activity,0.066666667
18,49,Undirected,Global Partnership on Forest Landscape Restoration,2003,Coordinated activity,0.066666667
18,5,Undirected,Global Partnership on Forest Landscape Restoration,2003,Coordinated activity,0.066666667
18,28,Undirected,Global Partnership on Forest Landscape Restoration,2003,Coordinated activity,0.066666667
13,49,Undirected,Global Partnership on Forest Landscape Restoration,2003,Coordinated activity,0.066666667
13,5,Undirected,Global Partnership on Forest Landscape Restoration,2003,Coordinated activity,0.066666667
13,28,Undirected,Global Partnership on Forest Landscape Restoration,2003,Coordinated activity,0.066666667
49,5,Undirected,Global Partnership on Forest Landscape Restoration,2003,Coordinated activity,0.066666667
49,28,Undirected,Global Partnership on Forest Landscape Restoration,2003,Coordinated activity,0.066666667
5,28,Undirected,Global Partnership on Forest Landscape Restoration,2003,Coordinated activity,0.066666667
25,8,Undirected,Global Partnership on Local and Subnational Action for Biodiversity,2011,Collaborative partnerhip,0.06666667
25,17,Undirected,Global Partnership on Local and Subnational Action for Biodiversity,2011,Collaborative partnerhip,0.06666667
25,5,Undirected,Global Partnership on Local and Subnational Action for Biodiversity,2011,Collaborative partnerhip,0.06666667
25,45,Undirected,Global Partnership on Local and Subnational Action for Biodiversity,2011,Collaborative partnerhip,0.06666667
25,18,Undirected,Global Partnership on Local and Subnational Action for Biodiversity,2011,Collaborative partnerhip,0.06666667
8,17,Undirected,Global Partnership on Local and Subnational Action for Biodiversity,2011,Collaborative partnerhip,0.06666667
8,5,Undirected,Global Partnership on Local and Subnational Action for Biodiversity,2011,Collaborative partnerhip,0.06666667
8,45,Undirected,Global Partnership on Local and Subnational Action for Biodiversity,2011,Collaborative partnerhip,0.06666667
8,18,Undirected,Global Partnership on Local and Subnational Action for Biodiversity,2011,Collaborative partnerhip,0.06666667
17,5,Undirected,Global Partnership on Local and Subnational Action for Biodiversity,2011,Collaborative partnerhip,0.06666667
17,45,Undirected,Global Partnership on Local and Subnational Action for Biodiversity,2011,Collaborative partnerhip,0.06666667
17,18,Undirected,Global Partnership on Local and Subnational Action for Biodiversity,2011,Collaborative partnerhip,0.06666667
5,45,Undirected,Global Partnership on Local and Subnational Action for Biodiversity,2011,Collaborative partnerhip,0.06666667
5,18,Undirected,Global Partnership on Local and Subnational Action for Biodiversity,2011,Collaborative partnerhip,0.06666667
45,18,Undirected,Global Partnership on Local and Subnational Action for Biodiversity,2011,Collaborative partnerhip,0.06666667
5,1,Undirected,Global Report on Agricultural Support and Sustainable Food Systems Transitions,2020,Co-authorship,0.16666667
5,18,Undirected,Global Report on Agricultural Support and Sustainable Food Systems Transitions,2020,Co-authorship,0.16666667
5,29,Undirected,Global Report on Agricultural Support and Sustainable Food Systems Transitions,2020,Co-authorship,0.16666667
1,18,Undirected,Global Report on Agricultural Support and Sustainable Food Systems Transitions,2020,Co-authorship,0.16666667
1,29,Undirected,Global Report on Agricultural Support and Sustainable Food Systems Transitions,2020,Co-authorship,0.16666667
18,29,Undirected,Global Report on Agricultural Support and Sustainable Food Systems Transitions,2020,Co-authorship,0.16666667
18,5,Undirected,Global symposium on soil pollution,2018,Collaborative partnerhip,0.16666667
18,29,Undirected,Global symposium on soil pollution,2018,Collaborative partnerhip,0.16666667
18,36,Undirected,Global symposium on soil pollution,2018,Collaborative partnerhip,0.16666667
5,29,Undirected,Global symposium on soil pollution,2018,Collaborative partnerhip,0.16666667
5,36,Undirected,Global symposium on soil pollution,2018,Collaborative partnerhip,0.16666667
36,29,Undirected,Global symposium on soil pollution,2018,Collaborative partnerhip,0.16666667
35,5,Undirected,Global Tourism Plastic Initiative,2020,Collaborative partnerhip,1
1,2,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
1,17,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
1,29,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
1,44,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
1,42,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
1,18,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
1,34,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
1,53,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
1,26,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
1,8,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
1,25,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
17,29,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
17,44,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
17,42,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
17,18,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
17,34,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
17,53,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
17,26,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
17,8,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
17,25,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
29,44,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
29,42,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
29,18,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
29,34,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
29,53,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
29,26,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
29,8,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
29,25,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
44,42,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
44,18,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
44,34,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
44,53,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
44,26,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
44,8,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
44,25,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
42,18,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
42,34,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
42,53,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
42,26,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
42,8,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
42,25,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
18,34,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
18,53,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
18,26,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
18,8,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
18,25,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
34,53,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
34,26,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
34,8,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
34,25,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
53,26,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
53,8,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
53,25,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
26,8,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
26,25,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
8,25,Undirected,Global Wastewater Initiative,2013,Coordinated activity,0.015151515
46,5,Undirected,Global Wildlife Programme,2015,Collaborative partnerhip,0.1
46,1,Undirected,Global Wildlife Programme,2015,Collaborative partnerhip,0.1
46,41,Undirected,Global Wildlife Programme,2015,Collaborative partnerhip,0.1
46,28,Undirected,Global Wildlife Programme,2015,Collaborative partnerhip,0.1
5,1,Undirected,Global Wildlife Programme,2015,Collaborative partnerhip,0.1
5,41,Undirected,Global Wildlife Programme,2015,Collaborative partnerhip,0.1
5,28,Undirected,Global Wildlife Programme,2015,Collaborative partnerhip,0.1
1,41,Undirected,Global Wildlife Programme,2015,Collaborative partnerhip,0.1
1,28,Undirected,Global Wildlife Programme,2015,Collaborative partnerhip,0.1
41,28,Undirected,Global Wildlife Programme,2015,Collaborative partnerhip,0.1
18,13,Undirected,Great Green Wall Initiative,2007,Co-authorship,1
1,5,Undirected,Green Commodities Programme,2010,Collaborative partnerhip,1
5,26,Undirected,Green Growth Knowledge Platform,2012,Coordinated activity,1
8,5,Undirected,Greener Cities Partnership,2016,Collaborative partnerhip,1
5,1,Undirected,Guidelines for integrating ecosystem-based adaptation into National Adaptation Plans: Supplement to the 14 NAP Technical Guidelines,2021,Co-authorship,1
45,50,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
45,18,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
45,24,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
45,1,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
45,48,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
45,49,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
45,25,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
45,5,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
45,14,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
45,8,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
45,26,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
45,11,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
45,31,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
45,17,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
50,18,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
50,24,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
50,1,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
50,48,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
50,49,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
50,25,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
50,5,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
50,14,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
50,8,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
50,26,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
50,11,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
50,31,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
50,17,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
18,24,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
18,1,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
18,48,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
18,49,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
18,25,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
18,5,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
18,14,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
18,8,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
18,26,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
18,11,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
18,31,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
18,17,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
24,1,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
24,48,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
24,49,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
24,25,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
24,5,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
24,14,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
24,8,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
24,26,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
24,11,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
24,31,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
24,17,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
1,48,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
1,49,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
1,25,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
1,5,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
1,14,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
1,8,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
1,26,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
1,11,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
1,31,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
1,17,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
48,49,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
48,25,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
48,5,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
48,14,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
48,8,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
48,26,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
48,11,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
48,31,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
48,17,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
49,25,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
49,5,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
49,14,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
49,8,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
49,26,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
49,11,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
49,31,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
49,17,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
25,5,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
25,14,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
25,8,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
25,26,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
25,11,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
25,31,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
25,17,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
5,14,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
5,8,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
5,26,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
5,11,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
5,31,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
5,17,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
14,8,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
14,26,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
14,11,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
14,31,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
14,17,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
8,26,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
8,11,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
8,31,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
8,17,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
26,11,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
26,31,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
26,17,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
11,31,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
11,17,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
31,17,Undirected,Guidelines on tools and mechanisms to finance Smart Sustainable Cities Project,2021,Co-authorship,0.00952381
5,29,Undirected,Heathy Envrionment Healthy People,2017,Co-authorship,1
5,6,Undirected,Human Rights and Biodiversity,2021,Co-authorship,1
49,18,Undirected,Integrated UNECE/FAO Programme of Work on Forests,2022,Collaborative partnerhip,1
44,29,Undirected,Interagency Liason Group on Biodiversity and Health,2015,Collaborative partnerhip,1
18,5,Undirected,Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services,2014,Coordinated activity,0.16666667
18,1,Undirected,Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services,2014,Coordinated activity,0.16666667
18,25,Undirected,Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services,2014,Coordinated activity,0.16666667
5,1,Undirected,Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services,2014,Coordinated activity,0.16666667
5,25,Undirected,Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services,2014,Coordinated activity,0.16666667
1,25,Undirected,Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services,2014,Coordinated activity,0.16666667
41,46,Undirected,International Consortium on Combating Wildlife Crime,2014,Coordinated activity,0.33333333
41,28,Undirected,International Consortium on Combating Wildlife Crime,2014,Coordinated activity,0.33333333
46,28,Undirected,International Consortium on Combating Wildlife Crime,2014,Coordinated activity,0.33333333
45,40,Undirected,International Consortium on Combatting Wildlife Crime,2010,Coordinated activity,0.333333333
45,28,Undirected,International Consortium on Combatting Wildlife Crime,2010,Coordinated activity,0.333333333
28,40,Undirected,International Consortium on Combatting Wildlife Crime,2010,Coordinated activity,0.333333333
5,25,Undirected,IPBES: Worldwide Land Degradation and Restoration Assessment Report,2018,Co-authorship,1
18,34,Undirected,Joint Group of Experts on the Scientific Aspects of Marine Environmental Protection (GESAMP),1969,Collaborative partnerhip,0.03571429
18,22,Undirected,Joint Group of Experts on the Scientific Aspects of Marine Environmental Protection (GESAMP),1969,Collaborative partnerhip,0.03571429
18,5,Undirected,Joint Group of Experts on the Scientific Aspects of Marine Environmental Protection (GESAMP),1969,Collaborative partnerhip,0.03571429
18,1,Undirected,Joint Group of Experts on the Scientific Aspects of Marine Environmental Protection (GESAMP),1969,Collaborative partnerhip,0.03571429
18,25,Undirected,Joint Group of Experts on the Scientific Aspects of Marine Environmental Protection (GESAMP),1969,Collaborative partnerhip,0.03571429
18,26,Undirected,Joint Group of Experts on the Scientific Aspects of Marine Environmental Protection (GESAMP),1969,Collaborative partnerhip,0.03571429
18,31,Undirected,Joint Group of Experts on the Scientific Aspects of Marine Environmental Protection (GESAMP),1969,Collaborative partnerhip,0.03571429
34,22,Undirected,Joint Group of Experts on the Scientific Aspects of Marine Environmental Protection (GESAMP),1969,Collaborative partnerhip,0.03571429
34,5,Undirected,Joint Group of Experts on the Scientific Aspects of Marine Environmental Protection (GESAMP),1969,Collaborative partnerhip,0.03571429
34,1,Undirected,Joint Group of Experts on the Scientific Aspects of Marine Environmental Protection (GESAMP),1969,Collaborative partnerhip,0.03571429
34,25,Undirected,Joint Group of Experts on the Scientific Aspects of Marine Environmental Protection (GESAMP),1969,Collaborative partnerhip,0.03571429
34,26,Undirected,Joint Group of Experts on the Scientific Aspects of Marine Environmental Protection (GESAMP),1969,Collaborative partnerhip,0.03571429
34,31,Undirected,Joint Group of Experts on the Scientific Aspects of Marine Environmental Protection (GESAMP),1969,Collaborative partnerhip,0.03571429
22,5,Undirected,Joint Group of Experts on the Scientific Aspects of Marine Environmental Protection (GESAMP),1969,Collaborative partnerhip,0.03571429
22,1,Undirected,Joint Group of Experts on the Scientific Aspects of Marine Environmental Protection (GESAMP),1969,Collaborative partnerhip,0.03571429
22,25,Undirected,Joint Group of Experts on the Scientific Aspects of Marine Environmental Protection (GESAMP),1969,Collaborative partnerhip,0.03571429
22,26,Undirected,Joint Group of Experts on the Scientific Aspects of Marine Environmental Protection (GESAMP),1969,Collaborative partnerhip,0.03571429
22,31,Undirected,Joint Group of Experts on the Scientific Aspects of Marine Environmental Protection (GESAMP),1969,Collaborative partnerhip,0.03571429
5,1,Undirected,Joint Group of Experts on the Scientific Aspects of Marine Environmental Protection (GESAMP),1969,Collaborative partnerhip,0.03571429
5,25,Undirected,Joint Group of Experts on the Scientific Aspects of Marine Environmental Protection (GESAMP),1969,Collaborative partnerhip,0.03571429
5,26,Undirected,Joint Group of Experts on the Scientific Aspects of Marine Environmental Protection (GESAMP),1969,Collaborative partnerhip,0.03571429
5,31,Undirected,Joint Group of Experts on the Scientific Aspects of Marine Environmental Protection (GESAMP),1969,Collaborative partnerhip,0.03571429
1,25,Undirected,Joint Group of Experts on the Scientific Aspects of Marine Environmental Protection (GESAMP),1969,Collaborative partnerhip,0.03571429
1,26,Undirected,Joint Group of Experts on the Scientific Aspects of Marine Environmental Protection (GESAMP),1969,Collaborative partnerhip,0.03571429
1,31,Undirected,Joint Group of Experts on the Scientific Aspects of Marine Environmental Protection (GESAMP),1969,Collaborative partnerhip,0.03571429
26,31,Undirected,Joint Group of Experts on the Scientific Aspects of Marine Environmental Protection (GESAMP),1969,Collaborative partnerhip,0.03571429
25,26,Undirected,Joint Group of Experts on the Scientific Aspects of Marine Environmental Protection (GESAMP),1969,Collaborative partnerhip,0.03571429
25,31,Undirected,Joint Group of Experts on the Scientific Aspects of Marine Environmental Protection (GESAMP),1969,Collaborative partnerhip,0.03571429
18,34,Undirected,Joint IAEA/FAO Centre of Nuclear Techniques in Food and Agriculture,2011,Collaborative partnerhip,1
45,18,Undirected,Joint Programme on the links between Biological and Cultural Diversity,2014,Coordinated activity,0.06666667
45,20,Undirected,Joint Programme on the links between Biological and Cultural Diversity,2014,Coordinated activity,0.06666667
45,1,Undirected,Joint Programme on the links between Biological and Cultural Diversity,2014,Coordinated activity,0.06666667
45,25,Undirected,Joint Programme on the links between Biological and Cultural Diversity,2014,Coordinated activity,0.06666667
45,17,Undirected,Joint Programme on the links between Biological and Cultural Diversity,2014,Coordinated activity,0.06666667
18,20,Undirected,Joint Programme on the links between Biological and Cultural Diversity,2014,Coordinated activity,0.06666667
18,1,Undirected,Joint Programme on the links between Biological and Cultural Diversity,2014,Coordinated activity,0.06666667
18,25,Undirected,Joint Programme on the links between Biological and Cultural Diversity,2014,Coordinated activity,0.06666667
18,17,Undirected,Joint Programme on the links between Biological and Cultural Diversity,2014,Coordinated activity,0.06666667
20,1,Undirected,Joint Programme on the links between Biological and Cultural Diversity,2014,Coordinated activity,0.06666667
20,25,Undirected,Joint Programme on the links between Biological and Cultural Diversity,2014,Coordinated activity,0.06666667
20,17,Undirected,Joint Programme on the links between Biological and Cultural Diversity,2014,Coordinated activity,0.06666667
1,25,Undirected,Joint Programme on the links between Biological and Cultural Diversity,2014,Coordinated activity,0.06666667
1,17,Undirected,Joint Programme on the links between Biological and Cultural Diversity,2014,Coordinated activity,0.06666667
